0,1,2,3
2474,"(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide",Peroxisome proliferator-activated receptor alpha,6.76
2475,5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,6.76
2476,Acylated ceftazidime,"ATP synthase subunit c, sodium ion specific",6.76
2477,Antineoplaston A10,Lethal(3)malignant brain tumor-like protein 1,6.76
2478,AIT-034,Phosphonoacetaldehyde hydrolase,6.76
2479,Amtolmetin guacil,Fiber,6.76
2480,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",GTP cyclohydrolase 1,6.76
2481,"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine",Serine acetyltransferase,6.76
2482,"3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium",Hornerin,6.76
2483,"(R)-1-(4-(4-(Hydroxymethyl)-1,3,2-dioxaborolan-2-YL)phenethyl)guanidine",Protein-arginine deiminase type-4,6.76
2484,"2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",Carbonic anhydrase 1,6.76
2485,AR-AO-14418,Divalent-cation tolerance protein CutA,6.76
2486,Clonixin,Ubiquitin-60S ribosomal protein L40,6.76
2487,"(5S)-2-{[(1S)-1-(4-Fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5H)-one",Microsomal glutathione S-transferase 3,6.76
2488,Cicletanine,60S ribosomal protein L18,6.76
2489,(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE,Glutamate decarboxylase 1,6.76
2490,3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone,Histone deacetylase 8,6.76
2491,"{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide",Vitamin K epoxide reductase complex subunit 1-like protein 1,6.76
2492,Acetophenazine,Guanine nucleotide-binding protein G(t) subunit alpha-1,6.76
2493,"(2s,5s)-5-Carboxymethylproline",Cholinesterase,6.76
2494,5-Chloro-N-{(3S)-1-[(2S)-1-(4-morpholinyl)-1-oxo-2-propanyl]-2-oxo-3-pyrrolidinyl}-1H-indole-2-sulfonamide,Potassium voltage-gated channel subfamily A member 4,6.76
2495,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,Pro-epidermal growth factor,6.76
2496,(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE,T-cell surface glycoprotein CD1a,6.76
2497,"4-AMINO-5-(2-METHYLPHENYL)-2,4-DIHYDRO-3H-1,2,4-TRIAZOLE-3-THIONE",Delta-aminolevulinic acid dehydratase,6.76
2498,beta-Apopicropodophyllin,Cytochrome b6-f complex subunit 5,6.76
2499,alpha-L-methyl-fucose,4-hydroxy-tetrahydrodipicolinate reductase,6.76
2500,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",Beta-lactamase,6.76
2501,(S)-Fluoxetine,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",6.76
2502,Axomadol,RuvB-like 2,6.76
2503,alpha-Linolenic acid,(5R)-carbapenem-3-carboxylate synthase,6.76
2504,Azacitidine,Porin P,6.76
2505,Afuresertib,Cytochrome c1,6.76
2506,Bismuth subcarbonate,Methionine--tRNA ligase,6.75
2507,Colchiceine,Serine/threonine-protein kinase TAO1,6.75
2508,Barbital,3-dehydroquinate dehydratase,6.75
2509,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",UDP-N-acetylhexosamine pyrophosphorylase,6.75
2510,"(4R,5S,6S,7R)-1,3-dibenzyl-4,7-bis(phenoxymethyl)-5,6-dihydroxy-1,3 diazepan-2-one","Glutamate receptor ionotropic, NMDA 1",6.75
2511,Cloricromen,"Glutamine synthetase, putative",6.75
2512,(S)-Rolipram,NADH-ubiquinone oxidoreductase chain 2,6.75
2513,Alpha-Cyclodextrin (Cyclohexa-Amylose),Cytochrome c-550,6.75
2514,"2-amino-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide",Protein S100-B,6.75
2515,"4-(5,11-DIOXO-5H-INDENO[1,2-C]ISOQUINOLIN-6(11H)-YL)BUTANOATE",Protein-L-isoaspartate O-methyltransferase,6.75
2516,(+)-Rutamarin alcohol,High affinity immunoglobulin gamma Fc receptor I,6.75
2517,Bazedoxifene,Transitional endoplasmic reticulum ATPase,6.75
2518,[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile,"Alanine--tRNA ligase, mitochondrial",6.75
2519,Clortermine,Thioredoxin-like protein,6.75
2520,(S)-N-(1-(3-CHLORO-4-FLUOROPHENYL)-2-HYDROXYETHYL)-4-(4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE,Fatty aldehyde dehydrogenase,6.75
2521,Cathinone,Proteasome subunit beta type-4,6.75
2522,"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin",Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,6.75
2523,1-Methylcytosine,Sodium channel protein type 4 subunit alpha,6.75
2524,Centanafadine,Transmembrane protease serine 2,6.75
2525,{(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate,Taste receptor type 1 member 3,6.75
2526,Cefminox,Peptide deformylase,6.75
2527,Butalamine,Uridine phosphorylase 1,6.75
2528,Carisoprodol,Rhomboid protease GlpG,6.75
2529,alpha-D-arabinofuranose,Cytochrome c-552,6.75
2530,Aeruginosin 98-B,Alkyl hydroperoxide reductase subunit F,6.75
2531,"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium",Cadherin-11,6.75
2532,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL",Neuraminidase,6.75
2533,3-Fluoro-L-tyrosine,Beta-lactamase SHV-1,6.75
2534,Asciminib,Calcium/calmodulin-dependent protein kinase type II subunit alpha,6.75
2535,Caprylyl glycol,Genome polyprotein,6.75
2536,(S)-Indapamide,"Aldehyde dehydrogenase X, mitochondrial",6.75
2537,Amido Phenyl Pyruvic Acid,Soluble calcium-activated nucleotidase 1,6.75
2538,AZD-7295,Nicotinate-nucleotide adenylyltransferase,6.75
2539,"2-[({2-[(1Z)-3-(DIMETHYLAMINO)PROP-1-ENYL]-4-FLUOROPHENYL}SULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID",30S ribosomal protein S19,6.75
2540,9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine,Sensor histidine kinase,6.75
2541,"2,5-Dideoxy-2,5-Imino-D-Glucitol",Serine protease hepsin,6.75
2542,Brexpiprazole,Calcium/calmodulin-dependent protein kinase type II subunit gamma,6.75
2543,Acetoxolone,Genome polyprotein,6.75
2544,CH-5132799,Translation elongation factor 1 alpha 1-like 14,6.75
2545,Artemisone,Ribosome-recycling factor,6.75
2546,Aluminium tristearate,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",6.75
2547,Cenerimod,Kelch-like ECH-associated protein 1,6.75
2548,Aminoglutethimide,DevB protein,6.75
2549,"5,10-Dimethylene Tetrahydromethanopterin",Parathion hydrolase,6.75
2550,"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime",Vitamin D3 receptor,6.75
2551,Adrabetadex,Dihydrolipoyl dehydrogenase,6.75
2552,AZD-2066,Cytochrome c peroxidase,6.75
2553,9-Beta-D-Xylofuranosyl-Adenine,Thiosulfate sulfurtransferase,6.75
2554,Cyclohexyl-Hexyl-Beta-D-Maltoside,Tyrosine-protein kinase Srms,6.75
2555,Benziodarone,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",6.74
2556,"1,2-Benzodiazepine",Neuronal acetylcholine receptor subunit alpha-3,6.74
2557,"4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",Protein-glutamine gamma-glutamyltransferase E,6.74
2558,(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,Major histocompatibility complex class I-related gene protein,6.74
2559,Clorindione,"Casein kinase 2, alpha subunit",6.74
2560,2-Amino-3-(1h-Indol-3-Yl)-Propan-1-Ol,DNA (cytosine-5)-methyltransferase 1,6.74
2561,Antazoline,Thiol:disulfide interchange protein DsbC,6.74
2562,"(5R)-2-sulfanyl-5-[4-(trifluoromethyl)benzyl]-1,3-thiazol-4(5H)-one",Glutathione S-transferase Mu 3,6.74
2563,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,Alanine aminotransferase 1,6.74
2564,"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2",Beta-3 adrenergic receptor,6.74
2565,1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE,ATP-binding cassette sub-family C member 9,6.74
2566,"2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE",Matrix protein 2,6.74
2567,"6-amino-2-[(1-naphthylmethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",Putative inward rectifier potassium channel,6.74
2568,"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",Mitogen-activated protein kinase kinase kinase MLT,6.74
2569,AZD-7648,Ribonucleoside-diphosphate reductase subunit beta,6.74
2570,"(3R,5Z,8S,9S,11E)-8,9,16-TRIHYDROXY-14-METHOXY-3-METHYL-3,4,9,10-TETRAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,7(8H)-DIONE","Acetyl-coenzyme A synthetase, cytoplasmic",6.74
2571,Carbuterol,Trafficking protein particle complex subunit 6A,6.74
2572,Beclomethasone 17-monopropionate,Sensor protein PhoQ,6.74
2573,"2-(methylamino)-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide","Keratin, type I cytoskeletal 12",6.74
2574,Budiodarone,Arylsulfate sulfotransferase AssT,6.74
2575,Chlorpromazine,Oxidoreductase HTATIP2,6.74
2576,Cefonicid,Endoglucanase H,6.74
2577,"3-{[4-([amino(imino)methyl]aminosulfonyl)anilino]methylene}-2-oxo-2,3-dihydro-1H-indole",Histone deacetylase 4,6.74
2578,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",Sodium- and chloride-dependent creatine transporter 1,6.74
2579,Dactolisib,Sphingosine kinase 2,6.74
2580,Choline salicylate,Calmodulin-3,6.74
2581,4-(ACETYLAMINO)-5-AMINO-3-HYDROXYBENZOIC ACID,C-Jun-amino-terminal kinase-interacting protein 1,6.74
2582,Butobarbital,Gag-Pol polyprotein,6.74
2583,Candoxatril,30S ribosomal protein S13,6.74
2584,Beta-Hydroxytryptophane,Tyrosine-protein kinase JAK3,6.74
2585,Aminoanthracene,Thymidylate synthase,6.74
2586,"(2R)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",T-cell surface glycoprotein CD3 delta chain,6.74
2587,Daglutril,Intestinal-type alkaline phosphatase,6.74
2588,(2e)-N-Allyl-4-{[3-(4-Bromophenyl)-5-Fluoro-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-2-Buten-1-Amine,Platelet factor 4,6.74
2589,Clopenthixol,Thioredoxin peroxidase 1,6.74
2590,1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one,Potassium voltage-gated channel subfamily A member 1,6.74
2591,"9-benzyl-2,3,4,9-tetrahydro-1H-carbazole-8-carboxylic acid",Hydroxylamine reductase,6.74
2592,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",Ribosomal protein S6 kinase alpha-3,6.74
2593,Chloroprocaine,Proprotein convertase subtilisin/kexin type 9,6.73
2594,7-ethyl-10-hydroxycamptothecin,Citrate lyase subunit beta-like protein,6.73
2595,Abametapir,L-xylulose reductase,6.73
2596,"(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid",Glycine receptor subunit alpha-1,6.73
2597,"10-Propargyl-5,8-Dideazafolic Acid",Inhibitor of nuclear factor kappa-B kinase subunit alpha,6.73
2598,"5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide",Argininosuccinate synthase,6.73
2599,Alobresib,"Superoxide dismutase [Mn], mitochondrial",6.73
2600,CAP-1,30S ribosomal protein S17,6.73
2601,"(3S)-Tetrahydro-3-furanyl {(2S,3S)-4-[(2S,4R)-4-{(1S,2R)-2-[(S)-amino(hydroxy)methoxy]-2,3-dihydro-1H-inden-1-yl}-2-benzyl-3-oxo-2-pyrrolidinyl]-3-hydroxy-1-phenyl-2-butanyl}carbamate",Sodium/calcium exchanger 1,6.73
2602,CP-195543,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,6.73
2603,Acebilustat,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",6.73
2604,Bortezomib D-mannitol,Cholesteryl ester transfer protein,6.73
2605,3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,Penicillin-binding protein 4,6.73
2606,BMS-863233,Glycine receptor subunit alpha-1,6.73
2607,Caroxazone,Tyrosine-protein kinase transforming protein Src,6.73
2608,"(5E,7E,9)-decatrien-2-one",Cytochrome P450 3A4,6.73
2609,Benzydamine,Desvancosaminyl-vancomycin vancosaminetransferase,6.73
2610,Abequose,Glucose-1-phosphatase,6.73
2611,"(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,6.73
2612,Acifluorfen,Ig lambda chain V-II region MGC,6.73
2613,Betiatide,"Myosin light chain kinase 2, skeletal/cardiac muscle",6.73
2614,"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",Casein kinase II subunit alpha,6.73
2615,"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",Sodium channel protein type 5 subunit alpha,6.73
2616,"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",Acetyl-CoA acetyltransferase,6.73
2617,(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE,Estradiol 17-beta-dehydrogenase 8,6.73
2618,4-(Acetylamino)-3-Amino Benzoic Acid,Serotonin N-acetyltransferase,6.73
2619,"1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE",5-hydroxytryptamine receptor 1F,6.73
2620,"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",Glutathione reductase,6.73
2621,"(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",Creatine kinase M-type,6.73
2622,"2,2-bis(4-hydroxy-3-tert-butylphenyl)propane",Penicillin-binding protein 1A,6.73
2623,1-Dodecanol,Sodium channel protein type 1 subunit alpha,6.73
2624,2-Decenoyl N-Acetyl Cysteamine,Carbonic anhydrase 14,6.73
2625,AUROVERTIN B,o-succinylbenzoate synthase,6.73
2626,Amylocaine,3-dehydroquinate dehydratase,6.73
2627,Captodiame,Genome polyprotein,6.73
2628,"4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid",Ribose-5-phosphate isomerase,6.73
2629,3-Amino-6-Hydroxy-Tyrosine,C4b-binding protein alpha chain,6.73
2630,Canagliflozin,Class B carbapenemase VIM-2,6.73
2631,"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE",Capsid protein VP1,6.73
2632,Decernotinib,Envelope glycoprotein,6.72
2633,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL","Glutaredoxin-2, mitochondrial",6.72
2634,"3,4-bis(7-chloro-1H-indol-3-yl)-1H-pyrrole-2,5-dicarboxylic acid",Signal transducer and activator of transcription 5B,6.72
2635,BK-MDA,Macrophage erythroblast attacher,6.72
2636,Ciclonicate,60S ribosomal protein L4,6.72
2637,Auranofin,Acyl-CoA thioesterase 2,6.72
2638,"2-deoxy-2,3-dehydro-N-acetylneuraminic acid",Transient receptor potential cation channel subfamily M member 8,6.72
2639,3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE,"Keratin, type II cytoskeletal 7",6.72
2640,9-Methyl Uric Acid,Hydrolase,6.72
2641,AZD-3043,Hepatocyte growth factor-regulated tyrosine kinase substrate,6.72
2642,7-Deaza-7-Aminomethyl-Guanine,Sepiapterin reductase,6.72
2643,5-methylbenzimidazole,Glucosamine-6-phosphate isomerase 1,6.72
2644,3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER,Solute carrier organic anion transporter family member 1B3,6.72
2645,Bemegride,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,6.72
2646,"(3R)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide",Aminoacylase-1,6.72
2647,"[(Z)-octadec-9-enyl] (2R)-2,3-bis(oxidanyl)propanoate","NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial",6.72
2648,Acetyl chloride,Hepatocyte nuclear factor 4-alpha,6.72
2649,Bevenopran,Calcitonin gene-related peptide type 1 receptor,6.72
2650,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",Low molecular weight phosphotyrosine protein phosphatase,6.72
2651,Bepridil,Uncharacterized protein,6.72
2652,"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime","Tyrosine--tRNA ligase, cytoplasmic",6.72
2653,"1,2-Distearoyllecithin",Gamma-aminobutyric acid receptor subunit alpha-1,6.72
2654,"2,3-Dideoxyfucose",30S ribosomal protein S9,6.72
2655,"4-(1,3-BENZOXAZOL-2-YL)-2,6-DIMETHYLPHENOL",Beta-enolase,6.72
2656,"2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",D-alanyl-D-alanine carboxypeptidase DacA,6.72
2657,Capric acid,30S ribosomal protein S3,6.72
2658,Anlotinib,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,6.72
2659,"(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene",Syndecan-2,6.72
2660,"Carfentanil, C-11",Trafficking protein particle complex subunit 1,6.72
2661,"(5S,7R,8S,9S,10R)-3-Amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione",Glutathione S-transferase Mu 2,6.72
2662,(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID,"Probable cysteine--tRNA ligase, mitochondrial",6.72
2663,Cytarabine,C-C chemokine receptor type 4,6.72
2664,"3,5-Diaminophthalhydrazide",Hepatocyte growth factor receptor,6.72
2665,Acridine Carboxamide,1-phosphatidylinositol phosphodiesterase,6.72
2666,Bentamapimod,Light-harvesting protein B-800/820 beta chain,6.72
2667,(5Z)-3-(4-CHLOROPHENYL)-4-HYDROXY-5-(1-NAPHTHYLMETHYLENE)FURAN-2(5H)-ONE,Glutathione peroxidase 6,6.72
2668,CC-401,Immunoglobulin kappa variable 2D-28,6.72
2669,"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",Dehydrogenase/reductase SDR family member 4,6.72
2670,Clomifene,"60S ribosomal protein L24, putative",6.72
2671,"4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide","Isocitrate dehydrogenase [NADP], mitochondrial",6.72
2672,3-Methylphenylalanine,Myo-inositol hexaphosphate phosphohydrolase,6.71
2673,"6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",Thymidine kinase,6.71
2674,"6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE",3-deoxy-manno-octulosonate cytidylyltransferase,6.71
2675,Bombykol,Laminin subunit alpha-5,6.71
2676,Amibegron,Beta-lactamase SHV-2,6.71
2677,"(2E,4R,5S)-2,3,4,5-TETRAHYDROXY-6-(PALMITOYLOXY)HEX-2-ENOIC ACID",Growth factor receptor-bound protein 2,6.71
2678,4-Iodo-L-phenylalanine,Transketolase 1,6.71
2679,"(S)-propane-1,2-diol",Ribosyldihydronicotinamide dehydrogenase [quinone],6.71
2680,"8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE",Glutamine synthetase,6.71
2681,"1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline","Probable proline--tRNA ligase, mitochondrial",6.71
2682,Calcium monoethylfumarate,Gag-Pol polyprotein,6.71
2683,"3-(3-aminophenyl)-N-(3-chlorophenyl)pyrazolo[1,5-a]pyrimidin-5-amine","Dihydroorotate dehydrogenase (quinone), mitochondrial",6.71
2684,Bepotastine,Hypoxanthine phosphoribosyltransferase,6.71
2685,"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine",Peptide deformylase,6.71
2686,AZD-5672,RNA 3'-terminal phosphate cyclase,6.71
2687,Cebranopadol,Catalase-peroxidase,6.71
2688,1-deoxy-1-methoxycarbamido-beta-D-glucopyranose,Peptidoglycan synthase FtsI,6.71
2689,"2-[2-(1H-tetrazol-5-yl)ethyl]-1H-isoindole-1,3(2H)-dione",Aldo-keto reductase family 1 member B10,6.71
2690,Baloxavir marboxil,Bacteriorhodopsin,6.71
2691,Compound 18,Serine/threonine-protein kinase TNNI3K,6.71
2692,(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol,Nidogen-1,6.71
2693,"5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE",UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,6.71
2694,BMS-181156,Interleukin-8,6.71
2695,4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,Galactose-1-phosphate uridylyltransferase,6.71
2696,ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,D-hydantoinase,6.71
2697,3-Oxo-Pentadecanoic Acid,Peptide amidase,6.71
2698,7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID,NTPase P4,6.71
2699,Butanilicaine,Fumarate reductase iron-sulfur subunit,6.71
2700,3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE,Beta-lactamase,6.71
2701,Cytidine,30S ribosomal protein S11,6.71
2702,Alrestatin,Genome polyprotein,6.71
2703,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",Estradiol 17-beta-dehydrogenase 1,6.71
2704,3-Deazacytidine,Kininogen-1,6.71
2705,"2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID",Nicotinate-nucleotide pyrophosphorylase [carboxylating],6.71
2706,"1,2-diacyl-sn-glycero-3-phosphoinositol",Neuronal acetylcholine receptor subunit alpha-6,6.71
2707,(2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid,Sodium-coupled neutral amino acid transporter 3,6.71
2708,Citarinostat,60S ribosomal protein L3,6.71
2709,Chlorambucil,"Protein SCO1 homolog, mitochondrial",6.71
2710,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE","Biphenyl-2,3-diol 1,2-dioxygenase",6.71
2711,5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,S-ribosylhomocysteine lyase,6.70
2712,"(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine",Glutathione S-transferase theta-1,6.70
2713,(2S)-2-HYDROXYOCTANOIC ACID,Formimidoyltransferase-cyclodeaminase,6.70
2714,"1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID",Pyrroline-5-carboxylate reductase,6.70
2715,6-MORPHOLIN-4-YL-9H-PURINE,"dTDP-4-dehydrorhamnose 3,5-epimerase",6.70
2716,Clorobiocin,Threonine--tRNA ligase,6.70
