Name,Smiles,drugbank_id
Tanomastat,OC(=O)[C@@H](CSC1=CC=CC=C1)CC(=O)C1=CC=C(C=C1)C1=CC=C(Cl)C=C1,DB06276
Senicapoc,NC(=O)C(C1=CC=CC=C1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,DB06280
Torcetrapib,CCOC(=O)N1[C@H](CC)C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(=O)OC)C2=C1C=CC(=C2)C(F)(F)F,DB06281
Levocetirizine,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,DB06282
Ziconotide,[H][C@]12CSSC[C@]3([H])NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC3=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N2,DB06283
Temsirolimus,OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,DB06287
Amisulpride,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,DB06288
Simeprevir,[H][C@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C1C=CC(OC)=C2C)C1=NC(=CS1)C(C)C)C(=O)NS(=O)(=O)C1CC1,DB06290
Dapagliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,DB06292
Pegnivacogin,COCCOC(=O)NCCCCC(NC(=O)OCCOC)C(=O)NCCCCCCOP(O)(O)=O,DB06293
Pramiconazole,CC(C)N1CCN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2OC[C@@](CN3C=NC=N3)(O2)C2=CC=C(F)C=C2F)C=C1,DB06295
LX-2931,C\C(=N/O)C1=NC=C(N1)[C@@H](O)[C@H](O)[C@H](O)CO,DB06297
Hydronidone,CC1=CN(C(=O)C=C1)C1=CC=C(O)C=C1,DB06299
Glesatinib,COCCNCC1=CC=C(N=C1)C1=CC2=NC=CC(OC3=CC=C(NC(=S)NC(=O)CC4=CC=C(F)C=C4)C=C3F)=C2S1,DB06302
Onalespib,CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O,DB06306
Apoptone,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@@]2(O)C#C,DB06307
Refametinib,[H][C@@](O)(CO)CC1(CC1)S(=O)(=O)NC1=C(OC)C=C(F)C(F)=C1NC1=C(F)C=C(I)C=C1,DB06309
Darapladib,CCN(CC)CCN(CC1=CC=C(C=C1)C1=CC=C(C=C1)C(F)(F)F)C(=O)CN1C2=C(CCC2)C(=O)N=C1SCC1=CC=C(F)C=C1,DB06311
BNC105,COC1=CC(=CC(OC)=C1OC)C(=O)C1=C(C)OC2=C1C=CC(OC)=C2OP(O)(O)=O,DB06313
SGX-523,CN1C=C(C=N1)C1=NN2C(SC3=CC=C4N=CC=CC4=C3)=NN=C2C=C1,DB06314
R-348,CCC(=O)NS(=O)(=O)C1=CC(NC2=NC=C(F)C(NC3=CC=C(OCC#C)C=C3)=N2)=CC=C1C,DB06321
Methoxyamine,CON,DB06328
RG-7795,CC(=O)O[C@@H]1C[C@@H](CO)O[C@H]1N1C(=O)SC2=CN=C(N)N=C12,DB06329
4-O-Demethylpenclomedine,[H]N1C(OC)=C(Cl)C(=O)C(Cl)=C1C(Cl)(Cl)Cl,DB06331
Trodusquemine,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)NCCCNCCCCNCCCN)[C@H](C)CC[C@@H](OS(O)(=O)=O)C(C)C,DB06333
Tucidinostat,NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CN=CC=C2)C=C1,DB06334
Saxagliptin,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,DB06335
AR-9281,CC(=O)N1CCC(CC1)NC(=O)NC12CC3CC(CC(C3)C1)C2,DB06345
Fiboflapon,CCOC1=CC=C(C=N1)C1=CC=C(CN2C(CC(C)(C)C(O)=O)=C(SC(C)(C)C)C3=CC(OCC4=CC=C(C)C=N4)=CC=C23)C=C1,DB06346
Cenisertib,[H][C@@]12C[C@@]([H])(C=C1)[C@@H]([C@@H]2NC1=C(F)C=NC(NC2=CC=C(N3CCN(C)CC3)C(C)=C2)=N1)C(N)=O,DB06347
Elinogrel,CNC1=C(F)C=C2C(NC(=O)N(C2=O)C2=CC=C(NC(=O)NS(=O)(=O)C3=CC=C(Cl)S3)C=C2)=C1,DB06350
Tezampanel,[H][C@]1(CCC2=NN=NN2)CC[C@@]2([H])CN[C@@]([H])(C[C@@]2([H])C1)C(O)=O,DB06354
Iclaprim,COC1=CC(CC2=CN=C(N)N=C2N)=C2C=CC(OC2=C1OC)C1CC1,DB06358
Becatecarin,CCN(CC)CCN1C(=O)C2=C(C1=O)C1=C(N([C@@H]3O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]3O)C3=C(Cl)C=CC=C13)C1=C2C2=C(N1)C(Cl)=CC=C2,DB06362
XR5944,[H]N(CCN([H])CCN([H])C(=O)C1=CC=CC2=NC3=CC=CC(C)=C3N=C12)CCN([H])C(=O)C1=CC=CC2=NC3=CC=CC(C)=C3N=C12,DB06364
Sapacitabine,CCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1C#N,DB06365
Relacatib,CC(C)C[C@H](NC(=O)C1=CC2=CC=CC=C2O1)C(=O)N[C@H]1CC[C@@H](C)N(CC1=O)S(=O)(=O)C1=CC=CC=N1,DB06367
Alamifovir,COC1=CC=C(SC2=C3N=CN(CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)C3=NC(N)=N2)C=C1,DB06368
Indisulam,NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC2=C1NC=C2Cl,DB06370
Elacestrant,CCNCCC1=CC=C(CN(CC)C2=C(C=CC(OC)=C2)[C@@H]2CCC3=CC(O)=CC=C3C2)C=C1,DB06374
Xaliproden,FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC3=CC=CC=C3C=C2)CC1,DB06393
Abafungin,CC1=CC(C)=C(OC2=CC=CC=C2C2=CSC(N=C3NCCCN3)=N2)C=C1,DB06395
Nicaraven,CC(CNC(=O)C1=CC=CN=C1)NC(=O)C1=CC=CN=C1,DB06397
Bazedoxifene,CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,DB06401
Telavancin,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,DB06402
Ambrisentan,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,DB06403
Eprodisate,OS(=O)(=O)CCCS(O)(=O)=O,DB06405
Idraparinux,[H][C@]1(O[C@H]2[C@H](OC)[C@@H](OC)[C@]([H])(O[C@@H]3[C@@H](COS(O)(=O)=O)O[C@]([H])(O[C@H]4[C@H](OC)[C@@H](OC)[C@]([H])(O[C@@H]5[C@@H](COS(O)(=O)=O)O[C@H](OC)[C@H](OS(O)(=O)=O)[C@H]5OS(O)(=O)=O)O[C@H]4C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3OS(O)(=O)=O)O[C@@H]2C(O)=O)O[C@H](COS(O)(=O)=O)[C@@H](OC)[C@H](OC)[C@H]1OC,DB06406
Taribavirin,NC(=N)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DB06408
Morphine glucuronide,[H][C@]12C=C[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4O,DB06409
Doxercalciferol,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C,DB06410
Oxymetholone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)\C(C[C@]12C)=C/O,DB06412
Armodafinil,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,DB06413
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,DB06414
Cethromycin,[H]C(CO[C@]1(C)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]2(C)[C@@H](CC)OC(=O)[C@H](C)C(=O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@@H]([C@H]1O)N(C)C)=C([H])C1=CC2=C(C=CC=C2)N=C1,DB06419
Annamycin,C[C@@H]1O[C@@H](O[C@H]2C[C@@](O)(CC3=C2C(O)=C2C(=O)C4=CC=CC=C4C(=O)C2=C3O)C(=O)CO)[C@H](I)[C@H](O)[C@H]1O,DB06420
Declopramide,CCN(CC)CCNC(=O)C1=CC=C(N)C(Cl)=C1,DB06421
Ticalopride,CO[C@H]1CNCC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,DB06422
Talnetant,CCC(NC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1,DB06429
Evernimicin,[H][C@]12CO[C@@H](O[C@]3([H])O[C@H](COC)[C@@H](O[C@]4([H])O[C@H](C)[C@H](OC)[C@H](O[C@]5([H])O[C@H](C)[C@@]6([H])O[C@]7(C[C@@H](O)[C@H](O[C@@]8([H])C[C@@H](O[C@@]9([H])C[C@@](C)([C@@H](OC)[C@H](C)O9)[N+]([O-])=O)[C@H](OC(=O)C9=C(OC)C(Cl)=C(O)C(Cl)=C9C)[C@@H](C)O8)[C@@H](C)O7)O[C@]6(C)[C@@H]5O)[C@H]4O)[C@H](O)[C@@H]3OC)[C@H](O)[C@]1([H])O[C@@]1(O2)OC[C@@H](OC(=O)C2=C(O)C=C(O)C=C2C)[C@]2([H])OCO[C@@]12[H],DB06431
Tezacitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)\C1=C/F,DB06433
Tarazepide,CN1C2=CC=CC=C2C(=N[C@H](NC(=O)C2=CC3=CC=CC4=C3N2CCC4)C1=O)C1=CC=CC=C1,DB06435
Semaxanib,CC1=CC(C)=C(N1)\C=C1/C(=O)NC2=CC=CC=C12,DB06436
Ravuconazole,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,DB06440
Cangrelor,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1,DB06441
Avasimibe,CC(C)C1=CC(C(C)C)=C(CC(=O)NS(=O)(=O)OC2=C(C=CC=C2C(C)C)C(C)C)C(=C1)C(C)C,DB06442
Dexanabinol,CCCCCCC(C)(C)C1=CC(O)=C2[C@H]3CC(CO)=CC[C@@H]3C(C)(C)OC2=C1,DB06444
"N1,N11-Diethylnorspermine",CCNCCCNCCCNCCCNCC,DB06445
Dotarizine,C(CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1)CC1(OCCO1)C1=CC=CC=C1,DB06446
E5531,[H]N([C@H]1[C@@H](OP(O)(O)=O)O[C@H](CO[C@@H]2O[C@H](COC)[C@@H](OP(O)(O)=O)[C@H](OCC[C@@H](CCCCCCC)OC(=O)CCC\C=C/CCCCCC)[C@H]2N([H])C(=O)CC(=O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OCC[C@H](O)CCCCCCC)C(=O)CC(=O)CCCCCCCCCCC,DB06447
Lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,DB06448
Sarizotan,FC1=CC=C(C=C1)C1=CN=CC(CNC[C@H]2CCC3=CC=CC=C3O2)=C1,DB06454
Meclinertant,COC1=CC=CC(OC)=C1C1=CC(=NN1C1=C2C=CC(Cl)=CC2=NC=C1)C(=O)NC1(C2CC3CC(C2)CC1C3)C(O)=O,DB06455
Tecastemizole,FC1=CC=C(CN2C(NC3CCNCC3)=NC3=CC=CC=C23)C=C1,DB06457
Remacemide,CC(CC1=CC=CC=C1)(NC(=O)CN)C1=CC=CC=C1,DB06458
Enrasentan,CCCOC1=CC=C2[C@@H]([C@H]([C@@H](C2=C1)C1=CC=C(OC)C=C1OCCO)C(O)=O)C1=CC=C2OCOC2=C1,DB06460
Squalamine,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCN)OS(O)(=O)=O,DB06461
FK-960,CC(=O)N1CCN(CC1)NC(=O)C1=CC=C(F)C=C1,DB06465
Cariporide,CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)NC(N)=N,DB06468
Lestaurtinib,C[C@]12O[C@H](C[C@]1(O)CO)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C3C(=O)NC4)C3=CC=CC=C3N21,DB06469
Clomethiazole,CC1=C(CCCl)SC=N1,DB06470
Naxifylline,[H][C@]12O[C@@]1([H])[C@@]1([H])C[C@]2([H])C[C@@H]1C1=NC2=C(N1)N(CCC)C(=O)C(CCC)C2=O,DB06471
Fradafiban,NC(=N)C1=CC=C(C=C1)C1=CC=C(OC[C@@H]2C[C@@H](CC(O)=O)C(=O)N2)C=C1,DB06472
Sumanirole,CN[C@H]1CN2C(=O)NC3=CC=CC(C1)=C23,DB06477
Porfiromycin,CO[C@]12[C@@H]3[C@H](CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O)N3C,DB06478
Propentofylline,CCCN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,DB06479
Prucalopride,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,DB06480
Manitimus,O\C(CCC#C)=C(\C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,DB06481
Ropidoxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C=NC1=O,DB06485
Enzastaurin,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12,DB06486
Sufugolix,CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)CC2=CC=CC=C2)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=CC=C1,DB06494
Aplaviroc,[H][C@@]1(NC(=O)C2(CCN(CC3=CC=C(OC4=CC=C(C=C4)C(O)=O)C=C3)CC2)N(CCCC)C1=O)[C@H](O)C1CCCCC1,DB06497
Furaprofen,CC(C(O)=O)C1=CC=CC2=C1OC=C2C1=CC=CC=C1,DB06499
S-8510,C1CC2=C(CO1)C1=C(NC(=N1)C1=NOC=C1)C=N2,DB06504
Repinotan,O=C1N(CCCCNC[C@H]2CCC3=CC=CC=C3O2)S(=O)(=O)C2=CC=CC=C12,DB06506
GW-559090,CC(C)C[C@H](NC(=O)COC1=CC=CC=C1C)C(=O)N[C@@H](CC1=CC=C(OC(=O)N2CCC(CC2)C(N)=O)C=C1)C(O)=O,DB06508
Muraglitazar,COC1=CC=C(OC(=O)N(CC(O)=O)CC2=CC=C(OCCC3=C(C)OC(=N3)C3=CC=CC=C3)C=C2)C=C1,DB06510
Deramciclane,[H][C@]12CC[C@](C)(C1(C)C)[C@@](C2)(OCCN(C)C)C1=CC=CC=C1,DB06512
Resiniferatoxin,[H][C@]12O[C@]3(CC4=CC=CC=C4)O[C@]1(C[C@@]([H])(C)[C@]1(O3)[C@]3([H])C=C(C)C(=O)[C@@]3(O)CC(COC(=O)CC3=CC(OC)=C(O)C=C3)=C[C@@]21[H])C(C)=C,DB06515
MLN576,COC1=C2C=CC3=NC4=CC=CC(C(=O)N[C@H](C)CN(C)C)=C4N=C3C2=CC=C1,DB06517
R-1487,CN1C(=O)C(OC2=CC=C(F)C=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,DB06518
Edaglitazone,CC1=C(CCOC2=C3C=CSC3=C(CC3SC(=O)NC3=O)C=C2)N=C(O1)C1=CC=CC=C1,DB06519
Ertiprotafib,CC1=C(C)C2=C(C3=CC(C)=C(O[C@H](CC4=CC=CC=C4)C(O)=O)C(C)=C3)C3=CC=CC=C3C(Br)=C2S1,DB06521
Levovirin,NC(=O)C1=NN(C=N1)[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,DB06523
Ganstigmine,CCC1=C(NC(=O)OC2=CC3=C(C=C2)N(C)[C@H]2ON(C)CC[C@@]32C)C=CC=C1,DB06525
Tramiprosate,NCCCS(O)(=O)=O,DB06527
Ocinaplon,O=C(C1=C2N=CC=C(N2N=C1)C1=CC=NC=C1)C1=CC=CC=N1,DB06529
Resiquimod,CCOCC1=NC2=C(N)N=C3C=CC=CC3=C2N1CC(C)(C)O,DB06530
Pafuramidine,CONC(=N)C1=CC=C(C=C1)C1=CC=C(O1)C1=CC=C(C=C1)C(=N)NOC,DB06532
Ragaglitazar,CCO[C@H](CC1=CC=C(OCCN2C3=CC=CC=C3OC3=C2C=CC=C3)C=C1)C(O)=O,DB06533
Etilevodopa,CCOC(=O)[C@@H](N)CC1=CC=C(O)C(O)=C1,DB06535
Tesaglitazar,CCO[C@@H](CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O,DB06536
Robalzotan,NC(=O)C1=C2C[C@H](COC2=C(F)C=C1)N(C1CCC1)C1CCC1,DB06538
Astaxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)[C@@H](O)CC1(C)C,DB06543
Minodronic acid,OC(CC1=CN=C2C=CC=CN12)(P(O)(O)=O)P(O)(O)=O,DB06548
Labradimil,COC1=CC=C(C[C@@H](CN[C@@H](CCCN=C(N)N)C(O)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](CC2=CC=CS2)NC(=O)CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CCCN=C(N)N)C=C1,DB06549
Gaboxadol,O=C1NOC2=C1CCNC2,DB06554
Siramesine,FC1=CC=C(C=C1)N1C=C(CCCCN2CCC3(CC2)OCC2=CC=CC=C32)C2=CC=CC=C12,DB06555
Tezosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=NC=C(C=C2)C(C)C)N=C(N=C1OCCO)C1=CC(=NC=C1)C1=NNN=N1,DB06558
P-57AS3,[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])C[C@@H](OC(=O)C(\C)=C\C)[C@]1(C)[C@H](CC[C@]21O)C(C)=O)O[C@H]1C[C@H](OC)[C@H](O[C@H]2C[C@H](OC)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](OC)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,DB06569
Rebimastat,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,DB06573
Valomaciclovir,CC(C)[C@H](N)C(=O)OCC[C@@H](CO)CN1C=NC2=C1N=C(N)NC2=O,DB06575
Tonabersat,CC(=O)C1=CC=C2OC(C)(C)[C@@H](O)[C@@H](NC(=O)C3=CC=C(F)C(Cl)=C3)C2=C1,DB06578
Adipiplon,CCCC1=C(CN2C=CN=C2C2=C(F)C=CC=N2)N=CN2N=C(C)N=C12,DB06579
Celgosivir,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,DB06580
Bevirimat,[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C,DB06581
Dextofisopam,CC[C@@H]1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC=C(OC)C(OC)=C1,DB06582
Fipamezole,CCC1(CC2=CC=C(F)C=C2C1)C1=CNC=N1,DB06585
Cetilistat,CCCCCCCCCCCCCCCCOC1=NC2=C(C=C(C)C=C2)C(=O)O1,DB06586
Mitemcinal,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C(C)C)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC,DB06587
Triphendiol,COC1=CC=C(C=C1)[C@@H]1[C@@H](COC2=CC(O)=CC=C12)C1=CC=C(O)C=C1,DB06588
Pazopanib,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,DB06589
Ceftaroline fosamil,[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O,DB06590
Agomelatine,COC1=CC2=C(CCNC(C)=O)C=CC=C2C=C1,DB06594
Midostaurin,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,DB06595
Estradiol sulfamate,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OS(N)(=O)=O)C=C3CC[C@@]21[H],DB06597
Brostallicin,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC(=O)C4=CC(NC(=O)C(Br)=C)=CN4C)=CN3C)=CN2C)C=C1C(=O)NCCN=C(N)N,DB06598
Nemonoxacin,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC=C1N1C[C@@H](C)C[C@H](N)C1)C1CC1,DB06600
Panobinostat,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1,DB06603
Ilepatril,[H][C@]12CCC[C@H](N1C(=O)[C@H](CC1=C2C=CC=C1)NC(=O)[C@@H](SC(C)=O)C(C)C)C(O)=O,DB06604
Apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,DB06605
Tafenoquine,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,DB06608
Odiparcil,[H][C@@]1(O)CS[C@@]([H])(OC2=CC3=C(C=C2)C(C)=CC(=O)O3)[C@]([H])(O)[C@@]1([H])O,DB06609
Omiganan,[H]N=C(N([H])[H])N([H])CCC[C@H](N([H])C(=O)[C@H](CCCN([H])C(=N[H])N([H])[H])N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CCCN([H])C(=N[H])N([H])[H])N([H])C(=O)[C@H](CC(C)C)N([H])C(=O)[C@@H](N([H])[H])[C@@H](C)CC)C(=O)N([H])[C@@H](CCCCN([H])[H])C(=O)N([H])[H],DB06610
Peramivir,[H][C@@]1([C@@H](NC(C)=O)C(CC)CC)[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,DB06614
Bosutinib,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,DB06616
Cutamesine,COC1=C(OC)C=C(CCN2CCN(CCCC3=CC=CC=C3)CC2)C=C1,DB06618
Amdoxovir,NC1=NC(N)=C2N=CN([C@H]3CO[C@@H](CO)O3)C2=N1,DB06619
Aplindore,O=C1CC2=C3O[C@@H](CNCC4=CC=CC=C4)COC3=CC=C2N1,DB06620
7-beta-Hydroxyepiandrosterone,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])C[C@@H](O)CC[C@]12C,DB06622
Flupirtine,CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,DB06623
Taranabant,C[C@H](NC(=O)C(C)(C)OC1=CC=C(C=N1)C(F)(F)F)[C@@H](CC1=CC=C(Cl)C=C1)C1=CC=CC(=C1)C#N,DB06624
Vipadenant,CC1=CC(CN2N=NC3=C(N=C(N)N=C23)C2=CC=CO2)=CC=C1N,DB06625
Axitinib,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,DB06626
Zibotentan,COC1=NC(C)=CN=C1NS(=O)(=O)C1=CC=CN=C1C1=CC=C(C=C1)C1=NN=CO1,DB06629
Anacetrapib,COC1=CC(F)=C(C=C1C1=CC=C(C=C1CN1[C@@H](C)[C@H](OC1=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)C,DB06630
N-chlorotaurine,OS(=O)(=O)CCNCl,DB06633
